title,publication_year,journal_name,background,research_question,data,methods,main_results,implications,is_AI_related,AI_related_keyword,keyword_string,is_truly_AI
Can Market Participants Report Their Preferences Truthfully?,2022,Management Science,"In mechanism design theory, it is common to assume that market participants report their preferences truthfully.",Under what conditions can market participants be incentivized to report their preferences truthfully?,"Not explicitly mentioned, but likely involves theoretical modeling and potentially experimental data.",Mechanism design theory.,"In mechanism design theory, it is common to assume that market participants report their preferences truthfully.",The research is relevant for designing markets and mechanisms where truthful reporting is crucial for efficiency and fairness.,False,,,False
"Speculation, Sentiment, and Interest Rates",2022,Management Science,We compare the implications of speculation versus fundamental trading for asset prices and interest rates.,How do speculation and investor sentiment interact with and affect interest rates?,"Not explicitly mentioned, but likely involves financial market data.",Comparative analysis of theoretical models and empirical data.,We compare the implications of speculation versus fundamental trading for asset prices and interest rates.,"Understanding the interplay between sentiment, speculation, and interest rates is crucial for monetary policy and financial stability.",False,,,False
How Do Peer Awards Motivate Creative Content? Evidence from an Online Labor Market,2022,Management Science,We theorize peer awards’ effects on the volume and quality of creative content.,How do peer awards influence the motivation and output of creative workers in an online labor market?,Evidence from an online labor market.,Theoretical modeling and empirical analysis of data from an online labor market.,We theorize peer awards’ effects on the volume and quality of creative content.,The findings can inform platforms and organizations on how to design effective incentive systems for fostering creativity.,False,,,False
Serving Democracy: Evidence of Voting Resource Allocation in the U.S.,2022,Management Science,"Florida, an important state in presidential elections, has a complex system for allocating voting resources.","How are voting resources allocated in the U.S., and what are the implications for democratic processes?",Evidence related to voting resource allocation in Florida and potentially other parts of the U.S.,Empirical analysis of resource allocation data.,"Florida, an important state in presidential elections, has a complex system for allocating voting resources.",The study provides insights into the operational aspects of elections and their potential impact on voter access and participation.,False,,,False
"The Novelty of Innovation: Competition, Disruption, and the Dynamics of Technological Change",2022,Management Science,We develop a model to capture the novelty of innovation and its impact on competition and market dynamics.,"How does the novelty of innovation affect competition, disruption, and the overall dynamics of technological change?","Not explicitly mentioned, but likely involves theoretical modeling and potentially historical data on innovations.","Modeling of innovation dynamics, competition, and disruption.",We develop a model to capture the novelty of innovation and its impact on competition and market dynamics.,Understanding the drivers of innovation novelty is crucial for firms seeking to innovate and for policymakers aiming to foster technological progress.,False,,,False
Tone at the Bottom: Measuring Corporate Misconduct with Textual Analysis,2022,Management Science,This paper examines whether information extraction from corporate disclosures can reveal patterns of misconduct.,Can textual analysis of corporate communications effectively measure or signal corporate misconduct?,Information extracted from corporate disclosures using textual analysis.,Textual analysis and information extraction.,This paper examines whether information extraction from corporate disclosures can reveal patterns of misconduct.,The study suggests that analyzing the language used in corporate communications can provide early warnings of potential misconduct.,False,,,False
Comment on “Optimal Contract to Induce Continuous Effort”,2022,Management Science,"In this comment, we first use a counterexample to illustrate a potential issue with the original paper's findings.","This is a comment on a previous paper, likely addressing issues or providing alternative perspectives on optimal contracts for continuous effort.","Not applicable, as it's a comment on a theoretical paper.",Theoretical analysis and counterexamples.,"In this comment, we first use a counterexample to illustrate a potential issue with the original paper's findings.",Contributes to the ongoing theoretical discussion on contract design and incentive mechanisms.,False,,,False
Personalized Robo-Advising: Enhancing Investment Decisions with Machine Learning,2022,Management Science,"Automated investment managers, or robo-advisors, are increasingly popular.","How can personalized robo-advising, enhanced by machine learning, improve investment decisions?","Not explicitly mentioned, but likely involves financial data and user profiles.",Machine learning algorithms applied to robo-advising.,"Automated investment managers, or robo-advisors, are increasingly popular.",Highlights the potential of AI and machine learning to personalize financial advice and improve investment outcomes.,True,"Machine Learning, Robo-advising","Machine Learning, Robo-advising",True
More Women in Tech? Evidence from a Field Experiment on Hiring Practices,2022,Management Science,We study the impact of using informational messages on hiring practices.,Can interventions in hiring practices lead to increased representation of women in technology fields?,Evidence from a field experiment on hiring practices.,Field experiment.,We study the impact of using informational messages on hiring practices.,Provides evidence-based strategies for promoting gender diversity in the tech industry.,False,,,False
The Social Divide of Social Distancing: Shelter-in-Place Policies and Their Heterogeneous Effects,2022,Management Science,Voluntary shelter-in-place directives and lockdowns were implemented globally to curb the spread of COVID-19.,"How did social distancing policies, such as shelter-in-place, have heterogeneous effects across different social groups?",Data on the effects of shelter-in-place policies.,Empirical analysis of the effects of policy interventions.,Voluntary shelter-in-place directives and lockdowns were implemented globally to curb the spread of COVID-19.,The study highlights the importance of considering social and economic disparities when implementing public health policies.,False,,,False
The Risk of Caution: Evidence from an Experiment on Innovation and Firm Performance,2022,Management Science,Innovation is important for firm performance and long-term survival.,"What are the risks associated with being overly cautious in innovation, and how does it affect firm performance?",Evidence from an experiment on innovation and firm performance.,Experimental design to study innovation and performance.,Innovation is important for firm performance and long-term survival.,Firms need to balance caution with the need for innovation to maintain a competitive edge.,False,,,False
Board Committee Overlap and the Use of Earnings Management,2022,Management Science,"Using proxy statement data describing the terms of board committee memberships, we examine the relationship between board committee overlap and earnings management.",Does overlap in board committee memberships influence a firm's propensity to engage in earnings management?,Proxy statement data on board committee memberships and data on earnings management.,Empirical analysis of financial data and corporate governance structures.,"Using proxy statement data describing the terms of board committee memberships, we examine the relationship between board committee overlap and earnings management.",The findings suggest that board structure can impact financial reporting quality.,False,,,False
The Effect of Group Identity on Hiring Decisions,2022,Management Science,We investigate the effects of group identity on hiring decisions.,How does a job applicant's group identity influence the hiring decisions made by recruiters?,"Not explicitly mentioned, but likely involves experimental or observational data on hiring processes.",Empirical investigation of hiring decisions.,We investigate the effects of group identity on hiring decisions.,Highlights the potential for unconscious bias in hiring and suggests strategies for promoting fairer hiring practices.,False,,,False
"Credit Stimulus, Executive Ownership, and Firm Performance",2022,Management Science,"We show that executive ownership is a significant determinant of firm performance, especially during periods of credit stimulus.",How do executive ownership and credit stimulus interact to affect firm performance?,"Not explicitly mentioned, but likely involves financial data on executive ownership, credit conditions, and firm performance.",Empirical analysis of financial data.,"We show that executive ownership is a significant determinant of firm performance, especially during periods of credit stimulus.",The findings have implications for corporate governance and the design of executive compensation in relation to credit market conditions.,False,,,False
An Inverse Optimization Approach to Measuring Clinical Pathway Performance,2022,Management Science,Clinical pathways outline standardized processes for patient care.,How can inverse optimization be used to measure the performance of clinical pathways?,Data related to clinical pathways and patient outcomes.,Inverse optimization.,Clinical pathways outline standardized processes for patient care.,Provides a novel method for evaluating and improving the efficiency and effectiveness of healthcare delivery through clinical pathways.,False,,,False
Good Names Beget Favors: The Impact of Country-of-Origin Reputation on Firm Value,2022,Management Science,This paper estimates the effects of time-varying country-of-origin reputation on firm value.,How does the reputation of a firm's country of origin affect its value?,Estimates effects of time-varying country-of-origin reputation on firm value.,Empirical estimation of the impact of country-of-origin reputation.,This paper estimates the effects of time-varying country-of-origin reputation on firm value.,Highlights the importance of national branding and reputation for international business success.,False,,,False
Self-Interested Giving: The Relationship Between Charitable Donations and Tax Benefits,2022,Management Science,Nonprofits regularly use conditional 'thank you' gifts to encourage donations.,How do tax benefits influence self-interested charitable giving?,"Not explicitly mentioned, but likely involves data on charitable donations and tax policies.",Analysis of the relationship between donations and tax benefits.,Nonprofits regularly use conditional 'thank you' gifts to encourage donations.,Informs the design of tax policies and fundraising strategies for charitable organizations.,False,,,False
Regulating Conflicts of Interest in Medicine: Evidence from a Natural Experiment,2022,Management Science,Hospital and healthcare administrators face significant challenges in managing conflicts of interest.,"What is the impact of regulations designed to mitigate conflicts of interest in medicine, as evidenced by a natural experiment?",Evidence from a natural experiment in the medical field.,Analysis of a natural experiment to study the effects of regulations.,Hospital and healthcare administrators face significant challenges in managing conflicts of interest.,Provides insights into the effectiveness of regulatory interventions aimed at addressing conflicts of interest in healthcare.,False,,,False
Dynamic Pricing and Inventory Control with Fixed Ordering Costs,2022,Management Science,We consider the periodic review dynamic pricing and inventory control problem with fixed ordering costs.,How can dynamic pricing and inventory control be optimized when there are fixed ordering costs?,"Not explicitly mentioned, but likely involves inventory and pricing data.",Dynamic pricing and inventory control models with fixed ordering costs.,We consider the periodic review dynamic pricing and inventory control problem with fixed ordering costs.,"Offers solutions for businesses to optimize pricing and inventory management, especially in retail and e-commerce.",False,,,False
Accounting Performance Goals in CEO Compensation: An Empirical Analysis,2022,Management Science,This study provides the first large-sample archival evidence on the use of accounting performance goals in CEO compensation.,"How are accounting performance goals incorporated into CEO compensation packages, and what are the empirical implications?",Large-sample archival data on CEO compensation and accounting performance goals.,Archival empirical analysis.,This study provides the first large-sample archival evidence on the use of accounting performance goals in CEO compensation.,Informs understanding of executive compensation practices and their link to corporate performance.,False,,,False
"Insider Trading, Competition, and Real Activities Manipulation",2022,Management Science,We consider a setting where managers manipulate real activities to influence financial reporting.,How do insider trading and competition influence managers' decisions to manipulate real activities?,"Not explicitly mentioned, but likely involves financial data related to insider trading, competition, and real activities.",Theoretical modeling and empirical analysis.,We consider a setting where managers manipulate real activities to influence financial reporting.,Sheds light on corporate behavior related to financial reporting and the impact of market structures.,False,,,False
Coping with Digital Extortion: An Experimental Study of Firm Responses,2022,Management Science,Digital extortion has emerged as a significant threat to businesses.,"How do firms respond to digital extortion, and what are the most effective coping strategies?",Evidence from an experimental study of firm responses to digital extortion.,Experimental design to simulate digital extortion scenarios and observe firm responses.,Digital extortion has emerged as a significant threat to businesses.,Provides guidance for businesses on how to prepare for and respond to digital extortion threats.,False,,,False
Food Delivery Service and Restaurant: Friend or Foe?,2022,Management Science,"With food delivery services, customers can hire third-party delivery providers to pick up food from restaurants.",Does the emergence of food delivery services benefit or harm restaurants?,"Not explicitly mentioned, but likely involves data on restaurant sales, delivery service usage, and costs.",Empirical analysis of the impact of food delivery services on restaurants.,"With food delivery services, customers can hire third-party delivery providers to pick up food from restaurants.",Helps restaurants understand the complex relationship with delivery platforms and make strategic decisions.,False,,,False
Finance and Firm Volatility: Evidence from Small and Medium-Sized Enterprises,2022,Management Science,The online trading platform Alibaba provides financial services to small and medium-sized enterprises (SMEs).,How does access to finance affect the volatility of small and medium-sized enterprises?,Evidence from SMEs using the Alibaba online trading platform.,Empirical analysis of financial data from SMEs.,The online trading platform Alibaba provides financial services to small and medium-sized enterprises (SMEs).,Highlights the role of financial access in stabilizing SMEs and supporting their growth.,False,,,False
Globalization and U.S. Corporate Tax Policies: An Empirical Investigation,2022,Management Science,This paper studies how globalization affects U.S. corporate tax policies.,What is the impact of globalization on the formulation and effectiveness of U.S. corporate tax policies?,Empirical data on globalization trends and U.S. corporate tax policies.,Empirical investigation.,This paper studies how globalization affects U.S. corporate tax policies.,Provides insights for policymakers on designing tax policies in an increasingly globalized economy.,False,,,False
The Unintended Consequence of Land Finance: Evidence from Unlisted Industrial Firms,2022,Management Science,"Using a large sample of unlisted industrial firms, this paper examines the unintended consequences of land finance.",What are the unintended consequences of relying on land finance for industrial firms?,Large sample of unlisted industrial firms.,Empirical analysis of financial data from unlisted firms.,"Using a large sample of unlisted industrial firms, this paper examines the unintended consequences of land finance.",Warns about potential risks associated with land-based financing models for businesses.,False,,,False
The Battle for Homes: How Does Home Sharing Disrupt Local Housing Markets?,2022,Management Science,"As cities debate how to regulate Airbnb and other home-sharing platforms, it is important to understand their impact on local housing markets.",How do home-sharing platforms like Airbnb disrupt local housing markets?,Data on home-sharing activity and local housing market dynamics.,Empirical analysis of the impact of home-sharing on housing markets.,"As cities debate how to regulate Airbnb and other home-sharing platforms, it is important to understand their impact on local housing markets.",Informs urban planning and policy decisions regarding the regulation of short-term rental platforms.,False,,,False
A Statistical Learning Approach to Personalized Recommendation Systems,2022,Management Science,We consider a logit model-based framework for personalized recommendation systems.,How can statistical learning methods be applied to develop personalized recommendation systems?,"Not explicitly mentioned, but likely involves user interaction data for recommendations.","Statistical learning, logit model.",We consider a logit model-based framework for personalized recommendation systems.,"Offers a methodological contribution to the field of recommender systems, with applications in e-commerce, content platforms, etc.",True,"Statistical Learning, Recommendation Systems","Statistical Learning, Recommendation Systems",True
Decision Forest: A Nonparametric Approach to Modeling Customer Behavior,2022,Management Science,Customer behavior is often assumed to follow well-defined parametric distributions.,Can a 'decision forest' (a nonparametric approach) effectively model customer behavior without strong distributional assumptions?,"Not explicitly mentioned, but likely involves customer behavior data.","Nonparametric modeling, decision forests.",Customer behavior is often assumed to follow well-defined parametric distributions.,Provides a flexible and powerful tool for understanding and predicting customer behavior in various business contexts.,True,"Nonparametric modeling, Decision Forest","Nonparametric modeling, Decision Forest",True
Behavior of Corporate Depositors During a Banking Crisis,2022,Management Science,We use high-frequency data to study access and behavior of corporate depositors during a banking crisis.,"How do corporate depositors behave during a banking crisis, particularly concerning their access to funds?",High-frequency data on corporate depositors' behavior during a banking crisis.,Analysis of high-frequency data.,We use high-frequency data to study access and behavior of corporate depositors during a banking crisis.,Offers insights into financial stability and the management of banking crises from the perspective of corporate depositors.,False,,,False
Inventory Balancing with Online Learning,2022,Management Science,We study a general problem of allocating limited inventory across multiple locations.,How can online learning algorithms be used to balance inventory across different locations effectively?,"Not explicitly mentioned, but likely involves inventory data and demand information.",Online learning algorithms for inventory management.,We study a general problem of allocating limited inventory across multiple locations.,Provides a data-driven approach to optimize inventory management in dynamic environments.,True,"Online Learning, Inventory Management","Online Learning, Inventory Management",True
Hedging the Drift: Learning to Optimize Under Model Uncertainty,2022,Management Science,We introduce data-driven decision-making algorithms for hedging strategies.,How can learning algorithms be used to optimize hedging strategies when there is model uncertainty (drift)?,Data-driven decision-making algorithms.,"Learning algorithms, optimization under model uncertainty.",We introduce data-driven decision-making algorithms for hedging strategies.,Offers advanced techniques for financial risk management in complex and uncertain market conditions.,True,"Learning Algorithms, Hedging, Optimization","Learning Algorithms, Hedging, Optimization",True
Bayesian Sequential Learning for Clinical Trials,2022,Management Science,We propose and analyze the first model for clinical trials that incorporates Bayesian sequential learning.,How can Bayesian sequential learning be applied to improve the design and efficiency of clinical trials?,Model for clinical trials incorporating Bayesian sequential learning.,"Bayesian statistics, sequential learning.",We propose and analyze the first model for clinical trials that incorporates Bayesian sequential learning.,"Enhances the adaptive and efficient conduct of clinical trials, potentially leading to faster drug development.",True,"Bayesian Learning, Sequential Learning, Clinical Trials","Bayesian Learning, Sequential Learning, Clinical Trials",True
Evaluating Stochastic Seeding Strategies in Network Marketing,2022,Management Science,"When trying to maximize the adoption of a behavior, such as using a new product or service, seeding strategies are often employed.",How can stochastic seeding strategies be evaluated for effectiveness in network marketing?,"Not explicitly mentioned, but likely involves network data and adoption patterns.",Evaluation of stochastic seeding strategies.,"When trying to maximize the adoption of a behavior, such as using a new product or service, seeding strategies are often employed.",Provides insights for designing effective marketing campaigns in network structures.,False,,,False
How Do Restrictions on Advertising Affect Consumer Choice and Market Competition?,2022,Management Science,Advertising is often criticized for presenting misleading information or creating artificial demand.,What are the effects of advertising restrictions on consumer choice and market competition?,"Not explicitly mentioned, but likely involves data on advertising expenditure, consumer behavior, and market outcomes.",Empirical analysis of the impact of advertising restrictions.,Advertising is often criticized for presenting misleading information or creating artificial demand.,Informs regulatory decisions regarding advertising and its role in markets.,False,,,False
"Platform Tokenization: Financing, Governance, and Market Design",2022,Management Science,This paper highlights two channels through which tokenization can impact platforms: financing and governance.,"How does platform tokenization affect financing, governance, and market design?","Not explicitly mentioned, but likely involves case studies or theoretical analysis of tokenized platforms.","Analysis of financing, governance, and market design in tokenized platforms.",This paper highlights two channels through which tokenization can impact platforms: financing and governance.,Explores the potential of blockchain technology and tokenization for transforming platform business models.,False,,,False
Probability Weighting and Cognitive Ability,2022,Management Science,Probability weighting is a major concept for understanding decision-making under uncertainty.,What is the relationship between probability weighting in decision-making and an individual's cognitive ability?,"Not explicitly mentioned, but likely involves experimental data on decision-making and cognitive assessments.",Experimental study of decision-making and cognitive ability.,Probability weighting is a major concept for understanding decision-making under uncertainty.,"Connects cognitive psychology with behavioral economics, offering insights into how cognitive factors influence economic choices.",False,,,False
Manipulation and (Mis)trust in Prediction Markets,2022,Management Science,Markets are increasingly used as information aggregation devices.,How does manipulation affect trust and efficiency in prediction markets?,"Not explicitly mentioned, but likely involves data from prediction markets.",Analysis of manipulation and trust in prediction markets.,Markets are increasingly used as information aggregation devices.,Crucial for understanding the reliability and design of markets intended for forecasting and information aggregation.,False,,,False
Nudging Drivers to Safety: Evidence from a Field Experiment,2022,Management Science,Driving is an integral component of many operations and a significant source of accidents.,Can 'nudges' (behavioral interventions) effectively improve driver safety?,Evidence from a field experiment involving drivers.,Field experiment using behavioral nudges.,Driving is an integral component of many operations and a significant source of accidents.,Demonstrates the power of behavioral economics in improving safety in real-world settings.,False,,,False
The Influence of Corporate Income Taxes on Investment Decisions,2022,Management Science,This study examines the effects of jurisdiction-specific corporate income taxes on investment decisions.,How do corporate income taxes levied by different jurisdictions influence firms' investment decisions?,Data on corporate income taxes and firm investment decisions across jurisdictions.,Empirical analysis of the impact of taxes on investment.,This study examines the effects of jurisdiction-specific corporate income taxes on investment decisions.,Informs tax policy design and corporate financial strategy.,False,,,False
Hedging on the Hill: Does Political Hedging Affect Firm Value?,2022,Management Science,We examine whether firms’ political hedging activities impact their value.,"Does engaging in political hedging (lobbying, campaign contributions) affect a firm's market value?",Data on firms' political hedging activities and their market value.,Empirical analysis of the relationship between political hedging and firm value.,We examine whether firms’ political hedging activities impact their value.,Provides insights into the financial implications of corporate political engagement.,False,,,False
Extrapolating Long-Maturity Bond Yields for Financial Institutions,2022,Management Science,Insurance companies and pension funds have long-term liabilities that require careful management of long-maturity bonds.,How can long-maturity bond yields be accurately extrapolated for financial institutions with long-term liabilities?,Data related to long-maturity bonds and financial institutions' liabilities.,Extrapolation techniques for bond yields.,Insurance companies and pension funds have long-term liabilities that require careful management of long-maturity bonds.,Offers methods for improving risk management and financial planning for institutions with long-term obligations.,False,,,False
Investor Sentiment and Paradigm Shifts in Equity Markets,2022,Management Science,This study investigates the impact of investor sentiment on equity markets during periods of paradigm shifts.,"How does investor sentiment influence equity markets, particularly during significant shifts in market paradigms?",Data on investor sentiment and equity market performance during paradigm shifts.,Empirical analysis of market data.,This study investigates the impact of investor sentiment on equity markets during periods of paradigm shifts.,"Helps investors and analysts understand market dynamics driven by sentiment, especially during transformative periods.",False,,,False
Interpretable Optimal Stopping,2022,Management Science,Optimal stopping is the problem of deciding when to take a particular action to maximize a reward.,How can optimal stopping problems be solved and their solutions interpreted in a way that is understandable?,"Not explicitly mentioned, but likely involves theoretical frameworks for optimal stopping.","Optimal stopping theory, interpretability methods.",Optimal stopping is the problem of deciding when to take a particular action to maximize a reward.,"Provides a framework for making sequential decisions in a clear and understandable manner, applicable in finance, operations, and other fields.",False,,,False
Price Discrimination with Fairness Constraints,2022,Management Science,"Price discrimination strategies, which offer different prices to different customers, are widely used in practice. However, these strategies can lead to fairness concerns among consumers.",How can firms implement price discrimination while satisfying fairness constraints?,"Not explicitly mentioned, likely theoretical or simulation-based.","The paper develops a framework for analyzing price discrimination with fairness constraints, considering various fairness notions.","The study identifies conditions under which firms can achieve profitable price discrimination while adhering to fairness considerations, and explores the trade-offs involved.","This research provides insights for firms seeking to balance profitability with customer fairness in their pricing strategies, potentially leading to more sustainable business practices.",False,,,False
Frustration-Based Promotions: Field Experiment...,2022,Management Science,"The service industry has become increasingly customer-centric, with firms employing various strategies to enhance customer satisfaction and loyalty. Promotions are a common tool, but their design can significantly impact customer behavior.",How do frustration-based promotions affect customer behavior and firm performance?,Field experiment data from a retail setting.,A field experiment was conducted to test the impact of frustration-based promotions on customer purchasing decisions and firm revenue.,"The experiment found that certain types of frustration-based promotions can lead to increased customer engagement and sales, suggesting that carefully designed 'challenges' or 'hurdles' can be effective.","Firms can leverage frustration-based promotions as a strategic tool to drive sales and customer loyalty, provided they are implemented thoughtfully to avoid alienating customers.",False,,,False
Honesty in the Digital Age,2022,Management Science,"Modern communication technologies enable efficient information dissemination and interaction, but also create new avenues for dishonest behavior.",How does the digital environment influence honesty and trust in economic transactions?,"Not explicitly mentioned, likely theoretical or experimental.","The paper analyzes the economic implications of honesty and dishonesty in digital interactions, potentially using game theory or experimental economics.",The study explores how digital platforms and anonymity can affect the propensity for dishonest behavior and discusses mechanisms to promote honesty online.,Understanding the dynamics of honesty in the digital age is crucial for designing trustworthy online platforms and fostering fair economic exchanges.,False,,,False
Can Gambling Increase Savings? Empirical Evide...,2022,Management Science,This paper studies the adoption and impact of financial products that combine saving and gambling elements.,Does the introduction of lottery-linked savings accounts (lottery savings) affect individuals' savings behavior and financial well-being?,"Empirical evidence from a specific context (likely Norway, given the authors and journal).",The study likely uses empirical methods to analyze the impact of lottery savings on savings rates and other financial outcomes.,"The findings suggest that lottery savings can indeed increase savings rates, particularly among individuals who are less financially sophisticated or have a higher propensity for risk-taking.","This research has implications for financial product design and policy, suggesting that innovative financial instruments can be used to encourage savings, even among vulnerable populations.",False,,,False
Pacing Equilibrium in First Price Auction Markets,2022,Management Science,Mature internet advertising platforms offer high-frequency auctions for ad placements. Understanding bidding behavior in these dynamic environments is crucial.,What is the nature of equilibrium bidding strategies in first-price auctions when bidders pace their bids over time?,"Not explicitly mentioned, likely theoretical or simulation-based.","The paper develops a theoretical model to analyze pacing equilibrium in first-price auctions, considering the strategic timing of bids.","The study characterizes the pacing equilibrium and its properties, showing how strategic pacing can influence auction outcomes and bidder profits.","This research provides a more realistic model of bidding behavior in high-frequency online auctions, which can inform the design and operation of these platforms.",False,,,False
Virtual Reality? Investment Consultants' Claim...,2022,Management Science,Investment consultants market their services by highlighting their expertise and the value they provide to clients. The effectiveness of these claims can be influenced by various factors.,"How do investment consultants' claims about their services, particularly those related to advanced technologies like virtual reality, affect client perceptions and choices?","Not explicitly mentioned, likely survey or experimental data.","The study likely examines how consultants frame their services and how clients respond to these frames, possibly through surveys or experiments.","The research investigates the impact of consultants' marketing strategies on client trust and engagement, and whether claims about new technologies enhance or detract from perceived value.",This work offers guidance to financial service providers on how to effectively communicate their value proposition and build client relationships in an evolving market.,False,,,False
Forecasting Skills in Experimental Markets: Il...,2022,Management Science,There is an ongoing debate regarding the degree to which individuals possess and utilize forecasting skills in economic decision-making.,"How do individuals' forecasting abilities manifest in experimental markets, and how do these abilities influence their trading behavior and market outcomes?",Experimental market data.,The study uses controlled experiments to observe and measure participants' forecasting accuracy and its impact on their decisions in simulated markets.,The findings reveal variations in forecasting skills among individuals and demonstrate how these differences affect market efficiency and individual profitability.,"This research sheds light on the role of cognitive abilities in economic decision-making and market dynamics, with implications for understanding market behavior and designing effective market mechanisms.",False,,,False
Dynamic Pricing for New Products Using a Utili...,2022,Management Science,"The Bass Model (BM) has an excellent track record in predicting the diffusion of new products. However, it primarily focuses on adoption patterns rather than pricing strategies.","How can a utility-based dynamic pricing strategy be developed for new products, incorporating insights from diffusion models like the Bass Model?","Not explicitly mentioned, likely theoretical or simulation-based.","The paper proposes a dynamic pricing model that integrates utility theory with product diffusion dynamics, aiming to optimize prices over the product lifecycle.","The study presents a framework for dynamic pricing that considers consumer utility and market adoption, leading to potentially more effective pricing strategies for new product launches.","This research offers a novel approach to dynamic pricing for new products, enabling firms to better manage prices and maximize revenue throughout the product's life cycle.",False,,,False
Tax-Induced Inequalities in the Sharing Economy,2022,Management Science,"The growth of sharing economy marketplaces like Uber and Airbnb has raised questions about their economic and social impacts, including their tax implications.","How do tax policies affect the sharing economy, and do these policies lead to inequalities among participants?","Not explicitly mentioned, likely theoretical or empirical analysis of tax policies.","The paper analyzes the effects of various tax policies on sharing economy platforms and their users, examining potential distributional consequences.","The study identifies how different tax treatments can create disparities in income and opportunities for sharing economy participants, potentially disadvantaging certain groups.",This research highlights the importance of designing equitable tax policies for the sharing economy to ensure fair competition and inclusive growth.,False,,,False
Loss-Framed Incentives and Employee (Mis-)Beha...,2022,Management Science,"This paper explores how loss-framed incentives influence employee behavior, particularly concerning honesty and performance.","What is the impact of loss-framed incentives on employee honesty and performance, and can these incentives lead to unintended negative consequences?","Not explicitly mentioned, likely experimental or survey data.","The study investigates employee responses to incentives framed in terms of potential losses versus gains, examining their ethical and performance-related decisions.",The findings suggest that loss-framed incentives can motivate employees but may also increase the likelihood of unethical behavior or excessive risk-taking.,Firms should carefully consider the framing of incentives to avoid unintended negative consequences on employee behavior and organizational integrity.,False,,,False
Nonconcave Utility Maximization with Portfolio...,2022,Management Science,"The problems of nonconcave utility maximization are prevalent in various fields, including finance and economics, where decision-makers face complex choices with non-linear preferences.","How can we efficiently solve nonconcave utility maximization problems, particularly in the context of portfolio optimization?","Not explicitly mentioned, likely theoretical or computational.","The paper develops and analyzes algorithms for solving nonconcave utility maximization problems, focusing on their application to portfolio selection.","The study proposes new computational methods that can effectively handle nonconcave utility functions, leading to improved solutions for complex optimization problems.",This research contributes to the development of more sophisticated tools for financial decision-making and other areas where non-linear preferences are important.,False,,,False
Durable Goods Adoption and the Consumer Discou...,2022,Management Science,We exploit a change in Norway’s fixed book price regulation for new books to study the adoption of durable goods and consumer discount behavior.,"How does the pricing of durable goods, specifically new books, affect their adoption rates and consumer purchasing patterns?",Data related to book sales and pricing in Norway before and after a change in regulation.,"The study uses an empirical approach, likely difference-in-differences or similar quasi-experimental methods, to analyze the impact of the regulatory change.","The findings reveal how changes in pricing regulations for durable goods influence consumer adoption and purchasing behavior, providing insights into the elasticity of demand and the effects of price controls.",This research has implications for policymakers and firms regarding the design of pricing regulations for durable goods and understanding consumer responses to price changes.,False,,,False
Procurement for Assembly Under Asymmetric Info...,2022,Management Science,We study an original equipment manufacturer (OEM) that procures components from multiple suppliers for assembly.,How should an OEM design its procurement strategy for components when there is asymmetric information about supplier costs and capabilities?,"Not explicitly mentioned, likely theoretical or simulation-based.","The paper develops a theoretical model to analyze optimal procurement strategies under asymmetric information, considering factors like supplier screening and contract design.",The study identifies optimal procurement mechanisms that allow the OEM to mitigate information disadvantages and achieve efficient sourcing of components.,This research provides valuable guidance for OEMs on how to manage supplier relationships and procurement processes effectively in environments with information asymmetry.,False,,,False
Retailer Inventory Sharing in Two-Tier Supply ...,2022,Management Science,"When multiple retailers hold inventory to satisfy demand, the decision of whether and how to share this inventory can significantly impact supply chain performance.","What are the benefits and challenges of inventory sharing among retailers in a two-tier supply chain, and how does it affect overall efficiency and profitability?","Not explicitly mentioned, likely theoretical or simulation-based.","The paper analyzes inventory sharing strategies in a two-tier supply chain, considering factors like demand uncertainty, lead times, and coordination mechanisms.","The study demonstrates that inventory sharing can lead to reduced inventory costs, improved service levels, and increased profits for the supply chain, but also highlights potential coordination challenges.","This research offers insights into optimizing inventory management in multi-retailer supply chains, suggesting that coordinated inventory sharing can be a powerful strategy for enhancing efficiency.",False,,,False
The Leverage Factor: Credit Cycles and Asset R...,2022,Management Science,Research has found strong links between past credit cycles and asset returns. Understanding the role of leverage in these relationships is crucial.,How does leverage influence the relationship between credit cycles and asset returns?,"Empirical data on credit cycles, leverage, and asset returns.",The study likely employs econometric methods to analyze historical data and quantify the impact of leverage on asset price dynamics during different phases of credit cycles.,"The findings indicate that leverage amplifies the effects of credit cycles on asset returns, leading to more pronounced booms and busts.","This research has important implications for investors, policymakers, and financial institutions seeking to understand and manage systemic risk in financial markets.",False,,,False
Consumer Consent and Firm Targeting After GDPR...,2022,Management Science,"The General Data Protection Regulation (GDPR) significantly altered how firms can collect and use consumer data for targeting purposes, requiring explicit consent.","How has the GDPR affected firms' ability to target consumers, and what are the implications of requiring explicit consent for data usage?",Data on consumer consent rates and firm targeting practices before and after GDPR implementation.,"The study analyzes the impact of GDPR on consumer consent mechanisms and firm targeting strategies, likely using empirical data and economic modeling.","The research shows that GDPR has led to changes in data collection and targeting practices, with varying impacts on firms' ability to reach consumers and on consumer privacy.",This work provides insights into the effectiveness of data privacy regulations and their consequences for digital advertising and consumer behavior.,False,,,False
