title,author,publication_year,journal_name,doiabstract,doi,abstract
Public policy and operations management,Susan Helper,18 October 2021,Journal of Operations Management,,/doi/10.1002/joom.1160,
The association between supply chain structure and transparency: A large-scale empirical study,Jury Gualandris,14 June 2021,Journal of Operations Management,,/doi/10.1002/joom.1150,"AbstractAn emerging body of work acknowledges the challenges focal firms face in gathering material information about their extended supply chains and begins to point to the role of supply chain structure in influencing supply chain transparency. Still, large-scale empirical evidence on this complex association remains elusive, especially at the supply chain level of analysis. We begin to bridge this empirical gap by examining whether supply chain structure systematically associates to supply chain transparency in the context of the collective public environmental, social, and governance (ESG) disclosures made by a focal firm's customers, suppliers, and subsuppliers. To shed light on this underexplored empirical phenomenon, we gather Bloomberg SPLC data and Bloomberg ESG data about 4803 firms and 20,504 contractual ties organized in 187 extended supply chains. We find that supply chain density positively associates with supply chain transparency, whereas supply chain clustering holds a negative association. We also find that supply chain geographical heterogeneity positively associates with supply chain transparency. Our results significantly expand the literature on supply chain transparency and are relevant to supply chain professionals because they emphasize the central role of supply chain structure in enabling or constraining supply chain transparency."
Cross-item learning for volatile demand forecasting: An intervention with predictive analytics,Howard Hao-Chun Chuang,16 June 2021,Journal of Operations Management,,/doi/10.1002/joom.1152,"AbstractDespite its importance to OM, demand forecasting has been perceived as a “problem-solving” exercise; most empirical work in the field has focused on explanatory models but neglected prediction problems that are part of empirical science. The present study, involving one of the leading electronics distributors in the world, aims to improve prediction accuracy under high demand volatility for procurement managers to make better inventory decisions. In response to requests for an integrated forecasting methodology, we undertook an iterative process based on three guiding principles—data pooling,theory-informed feature engineering, andensemble-based machine learning. The resulting framework managed to improve forecast accuracy significantly and is applicable to a broad range of situations. We present reflections and insights derived abductively through engagement with managers in this problem situation. This “problem-driven” process corresponds to intervention as a research strategy that can foster theoretical and methodological innovations in OM. Our contribution goes beyond the development of the prediction framework as it elucidates ways OM researchers could leverage theoretical foundations to inform feature derivation and model construction. We posit that this work points to a way forward to the combination of OM principles with the emerging innovations in data science and artificial intelligence."
Towards a theory of informal supply networks: An exploratory case study of the Za'atari refugee camp,Ismail Abushaikha,08 June 2021,Journal of Operations Management,,/doi/10.1002/joom.1151,"AbstractStudies of humanitarian supply chain operations contribute to efficient system designs for the delivery of goods and services to disaster- and conflict-stricken regions. However, our understanding of what happens to these relief goods and services after they are delivered is quite limited. Using a case study of the Za'atari refugee camp in Jordan, we develop a theory ofinformal supply networks, whereby we uncover how refugee-led, informal supply networks emerge in the camp. We find that these supply networks are an aggregate of predominantly illicit—yet legitimate—channels and social relationships that support the economic exchange of goods and services between distinct actors or actor groups. We not only identify the cultural conventions and behavioral codes that govern ties between refugees—and between refugees and relief-related actors—but also define how these networks are configured. Considering these findings, we contend that the informal economic activities emanating from the refugee camp benefit the host community and enhance the resilience of the informal supply networks. As informal economic activities also improve the quality of life in the camp, camp authorities and host country governments should attend to informal activities as they create rules and policies for refugee resettlement."
To err is human: Exploratory multilevel analysis of supply chain delivery delays,Amrou Awaysheh,22 July 2021,Journal of Operations Management,,/doi/10.1002/joom.1154,"ABSTRACTWe examine the impact of human errors by front-line supply chain employees on delivery delays. We build on normal accident theory (NAT), a multilevel theory describing the relationship between a firm's latent conditions (systemic managerial, technology, and social factors) and human errors. Latent conditions can have the unintended consequence of intensifying the impact of a human error, thus, we hypothesize a moderating effect of latent conditions on the relationship between errors and delivery delays. Hypotheses are tested using archival shipment data provided by a Fortune 500 company and archival carrier violations data. A multilevel design, with 299,399 shipments (level 1) nested within 97 carriers (level 2), was tested using mixed effects regression modeling. The results indicated that both dispatcher and driver errors were related to the probability of a late delivery, and that dispatcher errors were associated with longer delays. The moderating effects of several carrier latent conditions were significant and positive, indicating that both types of errors were more strongly associated with the likelihood of late delivery and that dispatcher errors were associated with longer delays when moderated by carrier latent conditions. The results are discussed from the perspective of NAT and technology management, developing prescriptions, and suggesting opportunities for future research."
Performance and survival implications of sourcing choice sequence across an architectural innovation life cycle,Woo-Yong Park,28 January 2021,Journal of Operations Management,,/doi/10.1002/joom.1134,"AbstractThis study investigates follower firms' make–buy sourcing choices and sequences in response to an architectural innovation by an innovator. We argue that the dynamic trade-offs among knowledge acquisition, knowledge transformation, and transaction cost reduction underlie the performance impacts of make–buy sourcing choices and sequences across the architectural innovation life cycle. Using the data gathered from the gear-shifting market of the U.S. bicycle industry, we empirically demonstrate that “buy” is a superior sourcing choice before key market-winner features (i.e., dominant design) have emerged. After that, “make” becomes a superior choice. We then demonstrate that the “buy-to-make” sourcing sequence is associated with superior technological and financial performances in the postdominant design phase of the architectural innovation period, as well as with greater firm survival during the market shakeout in the later period of modular standardization. The theoretical and managerial implications of our findings are also discussed."
Innovation in complex assembled electronic products: An analysis of the evolution of television components,Shivendu Pratap Singh,03 May 2021,Journal of Operations Management,,/doi/10.1002/joom.1139,"AbstractA complex assembled electronic product (CAEP), such as a modern television (TV), can be produced in a variety of design configurations using different combinations of software and hardware components that are arranged together in a hierarchy of technical subsystems within a defined product architecture. We examine the lifecycle of individual components that make up a CAEP to better understand why its dominant design configuration includes specific components from among the (often many) competing alternatives. The emergence of the dominant design configuration of a product has long-term implications on the operational efficiency of a firm's product assembly line and its component selection strategy. We test hypotheses that explain both the inclusion of a component in the dominant design configuration of a CAEP, and its longevity to remain in the product market over the lifecycle of the CAEP using three key factors: (a)pleiotropy, or the number of functions supported by the component, (b) the nature of standards used by the component (openvs.closed), and (c) the source of innovation of the component (exogenousvs.endogenousto the industry). We empirically test our hypotheses using a longitudinal data set of 2830 TV models spanning 15 years (2002–2016). The results show that components that have higher pleiotropy and that are supported by open standards not only have a higher chance of being selected into the dominant design configuration of TV, but also remain in the TV market for a longer time. Specifically, every additional functionality associated with a component increases its likelihood of entering the dominant design configuration by approximately three times, and its longevity by about 2 years. Similarly, a component supported by an open standard is approximately four times more likely to be part of the dominant design configuration compared with a component supported by a closed standard, and it remains in the TV market for approximately an additional 2 years. In addition, components developed through endogenous innovation efforts were nearly five times more likely to enter the dominant design configuration of TV. Their longevity, however, was not significantly different from that of components sourced exogenously. Building on these results, we discuss the implications for product management of CAEP and for further research to examine innovation in CAEPs."
"Introducing goods innovation, service innovation, or both? Investigating the tension in managing innovation revenue streams for manufacturing and service firms",Adrian Choo,18 March 2021,Journal of Operations Management,,/doi/10.1002/joom.1136,"AbstractMany manufacturing and service companies extend their product lines by pursuingdifferentdomain NPI (new product introduction), that is, manufacturers launching new services and service firms venturing into new goods. Little is known about how this innovation approach compares to firms focusing onsamedomain NPI, that is, manufacturers launching new goods and service firms introducing new services. This research investigates these innovation approaches at the firm level using a set of archival data for the period 2006–2008, which comprises 16,735 manufacturing and service firms from 11 European countries. Our results show no statistical difference in innovation revenue performance between same and different domain NPIs. Both categories of firms gained about 13–14% higher performance relative to those firms that reported ongoing innovation activities but did not introduce any innovation. Our findings also show firms that pursuedbothsame and different domain NPIs (a dual innovation approach) achieved a higher innovation revenue performance (about 4% higher relative to firms pursuing same or different domain NPI). Despite the higher performance, we find that the interaction effect of same and different domain NPIs on firm innovation revenue issubstitutive. Our results are largely consistent across multiple robustness checks: (a) a different dataset collected for the period 2008–2010 to replicate the findings, (b) alternative dependent variables, (c) multiple endogeneity checks, and (d) different estimation approaches. Finally, post-hoc analyses show the substitution effect is (i) stronger for small firms, (ii) stronger for firms with internal R&D, and (iii) not significantly different for firms with or without external R&D. Overall, these findings contribute to a nuanced understanding of the opportunity and tension firms face in introducing innovations in same and different domain activities."
"Project managers' breadth of experience, project complexity, and project performance",Fabrizio Salvador,09 June 2021,Journal of Operations Management,,/doi/10.1002/joom.1140,"AbstractResearch has found that a project manager's experience is a driver of project performance. However, whether specialist or generalist project managers are more effective remains an open question to date. In this paper, we examine how project managers' breadth of experience influences project completion time under different levels of project complexity. Using longitudinal data from 9,765 enterprise resource planning (ERP) system projects executed by a software services organization, we find that managers' breadth of experience has a U-shaped impact on project completion time. We also find that while we can identify an optimal level of breadth of experience that minimizes project completion time on the U-curve, this optimal level becomes lower (the U-curve shifts to the left) as project complexity increases. As project complexity decreases, the U-curve flattens and tends to become monotonically decreasing, signifying that diseconomies from project managers' breadth of experience are less apparent in simpler projects. From a practical standpoint, these findings suggest that project managers' breadth of experience is a critical driver of project performance that should be a key consideration in the selection of managers to lead knowledge work, especially for complex projects."
What warrants our claims? A methodological evaluation of argument structure,Mikko Ketokivi,24 March 2021,Journal of Operations Management,,/doi/10.1002/joom.1137,"AbstractThe process of justifying a generalized theoretical conclusion from a specific empirical analysis continues to elude us. In this article, we suggest that this stems from an incomplete understanding and specification of how arguments are structured. Most importantly, in addition to empirical data, a generalized conclusion hinges on the application of various rules and principles of reasoning that British philosopher Stephen Toulmin labeledwarrants. In this article, we apply Toulmin's model of argument structure to empirical management research by examining in particular the roles of four types of warrants: theoretical, inferential, procedural, and contextual. Based on our analysis, we suggest that making warrants and their backings explicit paves the way toward a more comprehensive understanding of how arguments are structured and how claims are justified. Importantly, an examination of warrants reveals that the choices researchers make are not limited to matters such as choosing the research topic or a particular research design, but they also extend to how we produce our claims. If we wish to understand argument structure, we must understand these choices."
Inventory diagnosis for flow improvement—A design science approach,Martin J. Land,06 January 2021,Journal of Operations Management,,/doi/10.1002/joom.1133,"AbstractImproving flow is a core Operations Management theme that is set to become even more important following contemporary developments in manufacturing, such as smart products and digital encapsulation that enable new control concepts such as multi-agent holonic control. But, companies often struggle to realize flow improvements in practice, both with and without new technologies. While the literature agrees on the importance of flow, a structured and independent process that supports managers in identifying the root causes of why flow items wait in inventories instead of being processed is missing. Managers often use a single production management concept, such as lean production or the theory of constraints, when they seek to understand the reasons for a flow problem, which may lead to misdirected and unsuccessful interventions. In response, we use design science to develop a comprehensive approach to diagnosing flow problems that is independent from any production management concept. This diagnosis process results from successive iterations with five companies and supports the selection of appropriate analytical models and flow improvement solutions. It enables an organization to widen the focus of its flow improvement actions beyond the scope of a singular production management concept and complements the application of recent advances in technology, allowing smart products to quickly interpret what is happening in a location without first simulating and analyzing the whole system. Furthermore, the study expands buffer theories by showing that buffers have an internal hierarchy and can be absorbed by other buffers, while enhancing other theories related to coordination, material flow control, and lean improvement."
The consequences of self-reporting biases: Evidence from the crash preventability program,Alex Scott,01 June 2021,Journal of Operations Management,,/doi/10.1002/joom.1149,"AbstractRelying on firms to self-report information is an information-gathering mechanism that often results in biased measures due to the incentives of the reporting firms. What is less commonly understood is that using self-reported information for decision-making results in endogenous selection bias, which creates spurious associations between the measure being reported and factors that influence reporting. Thus, conditioning on self-reported information can lead to inaccurate evaluations of firms and bias predictions of future performance, even when the self-reported measure is not intentionally misrepresented. We examine endogenous selection bias in self-reporting regimes using directed acyclic graphs (DAGs). We illustrate the problem using data from a policy change by the U.S. Department of Transportation that allowed firms to report not-at-fault for accidents. We find that large for-hire firms are much more likely to report not-at-fault for accidents—over 40 times more likely than independent drivers—even after controlling for time, location, and weather. When comparing independent drivers with large firms, the reporting disparities make large firms appear 25% safer when using at-fault accidents versus all accidents while providing no improvement in predicting future accidents. This study highlights the consequences of poorly designed information-gathering mechanisms and the usefulness of DAGs for understanding causality in supply chain research."
The lenses of lean: Visioning the science and practice of efficiency,Wallace J. Hopp,21 September 2020,Journal of Operations Management,,/doi/10.1002/joom.1115,"AbstractThere is a significant gap between the descriptions of Lean used by industry practitioners and the various bodies of academic research that have studied the theory and application of Lean. There is also a gap between applied research on Lean and basic research in the mathematical, physical and social sciences. As a result, Lean practice is based largely on trial-and-error experience while potentially valuable research results remain locked away unused in archival journals. This paper attempts to close these gaps by describing four “Lenses of Lean,” each of which aligns with a practical perspective and rests on a distinct body of conceptual research. Our hope is that this framework will provide a useful construct for Lean training and implementation and will also spur academic research that is relevant to advancing Lean practice."
Commentaries on “The Lenses of Lean”,Michael A. Cusumano,17 May 2021,Journal of Operations Management,,/doi/10.1002/joom.1138,"AbstractThe phenomenon of the Toyota Production System (TPS) and the term “Lean” have received much attention from researchers and especially practitioners over the past 40 years. As scholarly perspectives on these topics continue to evolve, we invited Wally Hopp and Mark Spearman to contribute an essay to theJOMForum that became “The Lenses of Lean,” and we invited several other prominent authors affiliated with Lean to react to that article and share their perspectives on Lean. We are delighted to have received four such contributions, which we have assembled here with the hope of furthering this important conversation (Note: For consistency of exposition, we have capitalized the term “Lean” throughout these commentaries when it is used in the phenomenological sense). —Tyson Browning and Suzanne de Treville"
A lean view of lean,Tyson R. Browning,13 July 2021,Journal of Operations Management,,/doi/10.1002/joom.1153,
Is a large award truly attractive to solvers? The impact of award size on crowd size in innovation contests,Zhongzhi Liu,28 December 2020,Journal of Operations Management,,/doi/10.1002/joom.1132,"AbstractFirms increasingly use human crowds to solve their innovation related needs. Innovation sourcing managers who sponsor innovation contests seek to maximize crowd size to increase the chance of creative outcomes. One strategy they use is to set an award size. Although many studies have examined the influence of award size on crowd size in innovation contests, the empirical findings are inconsistent and suggest further empirical study is needed. Drawing from expectancy-value theory, we propose that award size and crowd size are related to one another in the form of an inverted U-shape, namely that moderate awards maximize crowd size. Additional propositions cover contingencies around the number of awards and task difficulty of an innovation contest. Based on data representing 5342 programming innovation contests, our empirical analyses confirm the inverted U-shaped relationship and indicate that the number of awards and task difficulty steepen the inverted U-shaped relationship. These results add nuanced, theoretical understanding of how innovation contests work. The findings indicate that innovation sourcing managers should set award sizes at moderate levels, and that they should experiment with slightly larger or smaller awards to see if it impacts crowd size in their context."
Commitment follows beliefs: A configurational perspective on operations managers' commitment to practice adoption,Maricela C. Arellano,21 December 2020,Journal of Operations Management,,/doi/10.1002/joom.1130,"AbstractCompanies that seek to improve their operational performance by adopting new practices often report disappointing adoption rates. The literature concerning practice adoption has tended to focus on efficacy and legitimacy drivers at the organizational level. However, there exists convincing evidence that practice adoption largely depends on the commitment of those managers involved in the adoption of a given practice. Thus, we investigate what prompts operations managers to commit to practice adoption. We draw on the theory of planned behavior to explore the cognitive foundations of 76 operations managers' commitment to new operational practices. Using fuzzy-set qualitative comparative analysis, we identify three belief configurations associated with high levels of commitment—“the Follower,” “the Pragmatist,” and “the Reformer.” We contribute a behavioral operations perspective to the literature on practice adoption by providing an individual-level and configurational view of managerial commitment to change."
Untangling drivers for supplier environmental and social responsibility: An investigation in Philips Lighting's Chinese supply chain,Verónica H. Villena,16 December 2020,Journal of Operations Management,,/doi/10.1002/joom.1131,"AbstractThis study unpacks the environmental and social dimensions of supplier responsibility and links each dimension to distinct drivers. Using stakeholder theory and the relational view, we distinguish between two main drivers: stakeholder pressures (i.e., from regulatory agencies, buying firms, and nongovernmental organizations) and relational mechanisms offered by multinational companies (MNCs) (i.e., lean trainings and relational capital). We used a multi-method research design to study how these drivers uniquely influence supplier responsibility in an emerging-country context. An in-depth case study with Philips Lighting and 10 of its Chinese suppliers reveals causal inferences that link stakeholder and relational drivers with each responsibility dimension (environmental vs. social). Audit and survey data from Philips Lighting's 134 Chinese suppliers, complemented with four archival databases, bolster these inferences. Overall, the results show that supplier environmental responsibility can be fostered through both stakeholder pressures and relational drivers; whereas, supplier social responsibility is much harder to address. The integrated methods offer a fuller, more comprehensive understanding of the specifics of supplier responsibility in China and also provide recommendations for MNCs that seek to improve it."
The impact of free returns on online purchase behavior: Evidence from an intervention at an online retailer,Pankaj C. Patel,01 March 2021,Journal of Operations Management,,/doi/10.1002/joom.1135,"AbstractWhether free returns create economic value for online retailers is a question of increasing importance. Using order-level data from an online fashion retailer in Sweden, we investigate the introduction of free returns for customers in Denmark starting November 1, 2017, but not for customers in Sweden, Norway, Finland, France, Germany, and the rest of Europe (the control group). Using difference-in-differences, with and without sample matching, the introduction of free returns increased the order bill by 54.95 Swedish Krona (SEK) (9.15%), product variety per order by 0.057 (8.74%), gross margin per order by 29.90 SEK (9.71%), and returns by 0.195 items per order (7.86%). This likelihood of increased returns was generally similar across different product categories. The findings are robust to parallel trends, event studies, placebo effects, alternative control groups (with Scandinavian countries, Sweden and Norway), country-time trends, and correlations between outcome variables. Based on back-of-the-envelope calculations, the cost of offering free returns is greater than the increase in gross profit driven by free returns. Though our results show that free returns may not be of short-term benefit, retailers must also consider the long-term strategic implications of free returns."
Spillover effects of information leakages in buyer–supplier–supplier triads,Leopold Ried,29 September 2020,Journal of Operations Management,,/doi/10.1002/joom.1116,"AbstractInformation leakages—the unauthorized sharing of an organization's information with another organization—are a growing concern in today's supply chains, but remain relatively underexplored. Drawing on attribution theory and observational learning, our research investigates inter-organizational information leakages from a network perspective. We assess the spillover effects of opportunistic and inadvertent information leakages between anOFFENDERorganization and aVICTIMorganization on the relationship between theOFFENDERand a nonpartisanOBSERVER. We consider the roles of integrity- and ability-based trust, as well as operational similarity between the organizations. We conducted scenario-based experiments with 181 sales practitioners recruited via MTurk and supplemented those results with post hoc interviews. Our results show clear spillover effects: TheOBSERVER's willingness to share information with theOFFENDERdecreases significantly after any type of information leakage between theOFFENDERand theVICTIM,but more so for opportunistic leakages. Integrity-based trust mediates the relationship between intentionality and information sharing willingness. We also find indications of an unexpected collateral damage effect in that to some extent, both trust dimensions decrease in both forms of information leakage. Further, for opportunistic information leakages, theOBSERVER's willingness to share information with theOFFENDERdecreases more whenOBSERVERandVICTIMare operationally similar."
Exploratory data science for discovery and ex-ante assessment of operational policies: Insights from vehicle sharing,Tobias Brandt,12 October 2020,Journal of Operations Management,,/doi/10.1002/joom.1125,"AbstractThe proliferation of mobile devices and the emergence of the Internet of Things are leading to an unprecedented availability of operational data. In this article, we study how leveraging this data in conjunction with data science methods can help researchers and practitioners in the development and evaluation of new operational policies. Specifically, we introduce a two-stage framework for exploratory data science consisting of a policy identification stage and an ex-ante policy assessment stage. We apply the framework to the context of free-floating carsharing—a novel mobility service that is an example of data-rich smart city services. Through data exploration, we identify a novel preventive user-based relocation policy and provide an ex-ante assessment regarding the feasibility of its implementation. We discuss practical implications of our approach and results for shared-mobility providers as well as the relationship between data science and operations management research."
The influence of perceived host country political risk on foreign subunits' supplier development strategies,Remi Charpin,19 October 2020,Journal of Operations Management,,/doi/10.1002/joom.1127,"AbstractRecent protectionist trends (e.g., trade wars, Brexit) have challenged the stability of the global supply chains (SCs) of multinational corporations. While the SC and operations management (SC/OM) literature has examined how such sources of political risk influence strategic SC/OM decisions at the global level, we know little about how host country political risk influences the SC/OM practices of foreign subunits at the local level. We conducted an exploratory, multiple-case study of western subunits operating in China to investigate whether managers of foreign subunits in a host country perceive political risk; and if so, how they adapt their SC/OM strategic choices to reduce its impact on their subunits. Our empirical findings suggest that variations in political risk perceptions create different political legitimacy goals that subunits attempt to meet by adapting their supplier development strategies. We induct a process model and identify three archetypes of supplier development strategy—self-centered, collaborative, and voluntary—adopted by subunits to shape their legitimacy and mitigate political risk. We contribute to the SC/OM literature by theorizing SC/OM managers' perceived political risk, showing how foreign subunits may use supplier development to influence how the host government views them, and by complementing traditional “corporate” legitimacy-seeking strategies with new “SC/OM” legitimacy-seeking strategies."
Consumers care and firms should too: On the benefits of disclosing supplier monitoring activities,Yanji Duan,15 December 2020,Journal of Operations Management,,/doi/10.1002/joom.1129,"AbstractStakeholders increasingly put pressure on firms to ensure their suppliers' adherence to corporate social responsibility principles and standards. A firm's supplier monitoring activities (SMA) are, thus, central to achieving supply chain transparency. In an effort to help build a business case for SMA, this research explores the effect of SMA disclosures on consumers' attitude toward the firm and purchase intention. In so doing, we also examine how consumer attitude and purchase intention vary as a function of SMA disclosure characteristics. The results of three behavioral studies reveal more positive consumer attitude and higher purchase intention when a firm discloses that its supplier monitoring extends to lower-tier suppliers (SMA depth) and the firm monitors its lower-tier suppliers directly rather than relying on its first-tier suppliers or third parties to do so (lower-tier supplier monitoring mechanism). Greater SMA breadth—monitoring both suppliers' social and environmental activities—in turn, is not associated with more positive consumer attitude and higher purchase intention. Further, attitude toward the firm mediates the relationship between SMA disclosure characteristics and purchase intention. Collectively, these findings underline that consumers value firms' SMA and point toward an economic rationale for a firm's transparency regarding its supplier monitoring efforts."
Leaving it on the table? An examination of unrealized bargaining power in multimarket buyer–supplier exchanges,Li Cheng,29 September 2020,Journal of Operations Management,,/doi/10.1002/joom.1121,"AbstractThe study of bargaining power and its role in negotiations has a long history in operations management research. Much of this research has involved buyer–supplier exchanges and has often hinged on the assumption that powerful firms negotiate to wield (fully) their power for favorable outcomes. Yet, it is unclear to what extent firms transform their potential power into realized power. Building on insights grounded in resource dependence theory and literature on competitive dynamics and organization design, we theorize that structural factors (i.e., decentralization, spheres of influence, and mutual dependence) constrain firms from fully realizing their potential power. In doing so, we center on a more nuanced context—multimarket buyer–supplier exchanges, wherein buyers and suppliers handle multiple exchanges across different product markets. We use two controlled negotiation experiments to test our hypotheses. Our results show that in multimarket exchanges, three key factors (and how they sometimes interact) constrain power use. These results offer boundary conditions to extant theory. Most profoundly, our results reveal that centralization (traditionally viewed as a structural lever toenhancepower use) alone does not affect power use but has distinct effects conditional on other factors—countering theory and challenging best practices in industry."
Microdosing flexibility in an efficient supply chain,Lance W. Saunders,05 October 2020,Journal of Operations Management,,/doi/10.1002/joom.1117,"AbstractThe designation of a supply chain as efficient or responsive has often been considered to be a dichotomy in theory and practice. This technical note explores this issue by describing an engagement by the research team with a large consumer packaged-goods company within their cosmetics supply chain during the launch of a new product family. The company was experiencing high supply–demand mismatch costs that they attributed to their supply chain that was designed to emphasize efficiency over responsiveness. We analyzed the appropriateness of the supply-chain design through the lens of theory and concluded that the efficient design was in fact a good match for the product. A simulation model allowed us to organize available data and identify the root cause of the mismatch costs. Results from the simulation showed that the mismatch costs stemmed primarily from a failure to deploy small but important responsiveness opportunities: Because the supply chain was designated as efficient, responsiveness was ignored, and this substantially increased mismatches. Mismatches also occurred because decision makers failed to distinguish between delivery and decision lead time."
Frontlog scheduling in aircraft line maintenance: From explorative solution design to theoretical insight into buffer management,Mikael Öhman,10 July 2020,Journal of Operations Management,,/doi/10.1002/joom.1108,"AbstractBased on a multi-year research engagement with practice, we present a novel solution design forfrontlogscheduling in aircraft line maintenance and offer theoretical insights into buffer management in operations. The field problem of the case airline was to improve departure reliability for long-haul aircraft without increasing maintenance resources, and without using backup aircraft. Frontlog scheduling is the purposeful introduction of over-maintenance as a buffer of maintenance tasks that can be opportunistically postponed. A detailed simulation of the solution introduced in the airline's operations indicates a performance frontier shift, concurrently improving departure reliability, and reducing maintenance cost. We position the novel practice in operations and maintenance management literature, arguing that the frontlog creates a new type of time buffer, available in contexts where capacity serves predictable as well as unpredictable demand. Further theoretical elaboration leads us to reconceptualize buffer management along time and capacity dimensions, reducing inventory to a special case of time buffering."
Unintended responses to IT-enabled monitoring: The case of the electronic logging device mandate,Alex Scott,28 July 2020,Journal of Operations Management,,/doi/10.1002/joom.1110,"AbstractResearch shows that electronic monitoring technologies can reduce illicit agent (e.g., frontline worker) behavior along monitored dimensions such that principals (e.g., firms) benefit. Drawing on theory from criminology regarding the concept of offense displacement, we explain why the benefits from increased monitoring may be mitigated if agents subsequently increase other types of illicit acts not subject to greater monitoring. We investigate this possibility by examining how a mandate requiring millions of truck drivers to adopt electronic logging devices to record their working hours affected different safety behaviors and outcomes. Using data from millions of driver inspections and crash counts before and after the mandate and a differences-in-differences identification strategy, we find greater monitoring due to the mandate achieved its first-order effect of reducing the frequency that drivers were in non-compliance with work hour rules (the monitored dimension). However, drivers for small firms that were most affected by the mandate also appear to have increased their frequency of unsafe driving (e.g., speeding). We also find that crash counts for small firms did not fall relative to large firms, and may have increased. These results call into question whether increased electronic monitoring has improved safety in this industry."
The retrospective determination of process improvement's economic value at the individual manufacturing firm level: Literature review and proposed measurement framework,Urban Wemmerlöv,05 October 2020,Journal of Operations Management,,/doi/10.1002/joom.1112,"AbstractEven a cursory reading of the literature on process improvement shows that there are many accounts proposing that operational as well as financial gains can be made using methodologies like JIT, TQM, Six Sigma, and Lean. While some studies have investigated the statistical links between process improvement practices and corporate financial outcomes in large populations of firms, documentations of how individual firms can determine economic value derived from their own process improvement projects are scarce. We reviewed the literature, first ad hoc then systematically, to investigate the extent to which studies have covered the determination of process improvements' economic value in manufacturing companies postimplementation, and how such assessments are conducted. The results suggest that retrospective value determinations at the plant level are exceedingly rare. In fact, only 0.09% of 35,968 scholarly articles produced on process improvement in the period 1980–2020 have that focus. Since expenditures on process improvement have alternative uses, organizations should have at their disposal benefit determination frameworks so that financially efficient decisions can be made. Building on literature reviews and additional sources, this study proposes a set of principles and a model for cost–benefit determination that make up such a framework in the context of process improvement."
Sustainable process improvements: Evidence from intervention-based research,Gopesh Anand,07 October 2020,Journal of Operations Management,,/doi/10.1002/joom.1119,"AbstractThis research develops a methodology for making process improvements that can sustain over time. Working with caregivers at a large U.S. hospital over 3 years, we redesign a process for educating kidney transplant patients with instructions for post-surgical care. Adopting an intervention-based research (IBR) framework and based on our actions to overcome challenges in implementation and sustainment of the redesign, we revise the current understanding of organizational learning theory. Follow-up observations after our intervention show that the process improvements at the hospital are sustained. We supplement the IBR with quantitative analyses and provide evidence of improvements in health outcomes and satisfaction levels of patients associated with the redesign. These analyses are based on difference-in-difference estimations using data from transplant patients, including a control group from other transplant units. Overall, our research specifies a methodology for implementing sustainable process improvements, particularly in high interaction service environments such as healthcare delivery, and identifies refinements to organizational learning theory, especially for such environments."
CSR orientation incongruence and supply chain relationship performance—A network perspective,Yi Liu,29 September 2020,Journal of Operations Management,,/doi/10.1002/joom.1118,"AbstractFirms’ commitment to corporate social responsibility (CSR) can be a crucial factor in supply chain partnerships. This study examines the effect of CSR orientation incongruence on relationship performance. Drawing on the congruence theory literature, we posit that a firm's relationship performance may suffer when there is incongruence between the levels of CSR orientations of supply chain partners. Furthermore, we adopt a network perspective and argue that certain characteristics of a firm's egocentric social network (i.e., network centrality and network diversity) may moderate the linkage between CSR orientation incongruence and relationship performance. Our empirical study, which is based on dyadic data, indeed reveals that a firm's relationship performance is adversely affected when the firm and its major supply partner have incongruent levels of CSR orientations. Such a negative effect is moderated by the firm's egocentric social network. Specifically, the negative impact of incongruent CSR orientation is heightened if the firm occupies a central position in the egocentric network. Network diversity, however, plays a contrasting role as a firm's relationship performance may be less susceptible to incongruent CSR orientations when there is access to a diverse social network."
"On making experimental design choices: Discussions on the use and challenges of demand effects, incentives, deception, samples, and vignettes",Stephanie Eckerd,12 November 2020,Journal of Operations Management,,/doi/10.1002/joom.1128,"AbstractIn late 2018, theJournal of Operations Managementpublished an invited methods article by Lonati et al. (2018) to provide guidance to authors on how to design behavioral experiments to achieve the rigor required for consideration in the journal. That article was written as a response to a number of behavioral research submissions toJOM, each dealing with interesting topics but viewed by the editors to possess poor design choices at inception. While the Lonati et al. (2018) piece provides experimental guidance fitting to certain research agendas, questions have arisen concerning whether and how exactly to implement some of the points that it makes, and how to best address trade-offs in the design of behavioral experiments. Questions have also arisen concerning how to apply these concepts in operations management research. This technical note seeks to address these questions, by diving into the details of research risks and trade-offs regarding demand effects, incentives, deception, sample selection, and context-rich vignettes. The authors would like to recognize the input of a large number of senior scholars in theJOMcommunity who have provided support and feedback as we have sought to help authors tease out what can reasonably be done in designing strong behavioral experiments that fit various research agendas."
