title,author,publication_year,journal_name,doiabstract,doi,abstract
The Global Impact of Brexit Uncertainty,TAREK A. HASSAN,02 November 2023,The Journal of Finance,,/doi/10.1111/jofi.13293,"ABSTRACTWe propose a text-based method for measuring the cross-border propagation of large shocks at the firm level. We apply this method to estimate the expected costs, benefits, and risks of Brexit and find widespread reverberations in listed firms in 81 countries. International (i.e., non-U.K.) firms most exposed to Brexituncertainty(the second moment) lost significant market value and reduced hiring and investment. International firms also overwhelmingly expected negative first-moment impacts from the U.K.'s decision to leave the European Union (EU), particularly related to regulation, asset prices, and labor market impacts of Brexit."
The Virtue of Complexity in Return Prediction,BRYAN KELLY,08 December 2023,The Journal of Finance,,/doi/10.1111/jofi.13298,"ABSTRACTMuch of the extant literature predicts market returns with “simple” models that use only a few parameters. Contrary to conventional wisdom, we theoretically prove that simple models severely understate return predictability compared to “complex” models in which the number of parameters exceeds the number of observations. We empirically document the virtue of complexity in U.S. equity market return prediction. Our findings establish the rationale for modeling expected returns through machine learning."
"Prestige, Promotion, and Pay",DANIEL FERREIRA,11 December 2023,The Journal of Finance,,/doi/10.1111/jofi.13301,"ABSTRACTWe develop a theory in which financial (and other professional services) firms design career structures to “sell” prestigious jobs to qualified candidates. Firms create less prestigious entry-level jobs, which serve as currency for employees to pay for the right to compete for the more prestigious jobs. In optimal career structures, entry-level employees (“associates”) compete for better-paid and more prestigious positions (“managing directors” or “partners”). The model provides new implications relating job prestige to compensation, employment, competition, and the size of the financial sector."
Foreign Exchange Fixings and Returns around the Clock,INGOMAR KROHN,18 December 2023,The Journal of Finance,,/doi/10.1111/jofi.13306,"ABSTRACTThe U.S. dollar appreciates in the run-up to foreign exchange (FX) fixes and depreciates thereafter, tracing aW-shaped return pattern around the clock. Return reversals for the top nine traded currencies over a 21-year period are pervasive and highly statistically significant, and they imply daily swings of more than one billion U.S. dollars based on spot volumes. Using natural experiments, we document the existence of a published reference rate determines the timing of intraday return reversals. We present evidence consistent with an inventory risk explanation whereby FX dealers intermediate unconditional demand for U.S. dollars at the fixes."
Information Cascades and Threshold Implementation: Theory and an Application to Crowdfunding,LIN WILLIAM CONG,05 November 2023,The Journal of Finance,,/doi/10.1111/jofi.13294,"ABSTRACTEconomic interactions often involve sequential actions, observational learning, and contingent project implementation. We incorporate all-or-nothing thresholds in a canonical model of information cascades. Early supporters effectively delegate their decisions to a “gatekeeper,” resulting in unidirectional cascades without herding on rejections. Project proposers can consequently charge higher prices. Proposal feasibility, project selection, and information aggregation all improve, even when agents can wait. Equilibrium outcomes depend on crowd size, and project implementation and information aggregation achieve efficiency in the large-crowd limit. Our key insights hold under thresholds in dollar amounts and alternative equilibrium selection, among other model extensions."
"Artificial Intelligence, Education, and Entrepreneurship",MICHAEL GOFMAN,12 December 2023,The Journal of Finance,,/doi/10.1111/jofi.13302,"ABSTRACTWe document an unprecedented brain drain of Artificial Intelligence (AI) professors from universities from 2004 to 2018. We find that students from the affected universities establish fewer AI startups and raise less funding. The brain-drain effect is significant for tenured professors, professors from top universities, and deep-learning professors. Additional evidence suggests that unobserved city- and university-level shocks are unlikely to drive our results. We consider several economic channels for the findings. The most consistent explanation is that professors' departures reduce startup founders' AI knowledge, which we find is an important factor for successful startup formation and fundraising."
Presidential Address: Housing Betas,MONIKA PIAZZESI,17 October 2025,The Journal of Finance,,/doi/10.1111/jofi.70000,"ABSTRACTThis paper documents new stylized facts about returns and cashflow growth rates on stocks and housing over decade-long holding periods. While cashflow growth rates on the two assets comove positively, their returns comove negatively until the Global Financial Crisis and positively thereafter. These facts present a puzzle for representative-agent models that imply positive return comovement for assets with similar cashflows. I consider a heterogeneous-agent model with segmented stock and housing markets connected through credit. News about the aggregate economy generates negative return comovement. Recent shifts such as wealthier homebuyers and institutional housing purchases reduce the importance of credit and segmentation."
The Credit Line Channel,DANIEL L. GREENWALD,27 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13486,"ABSTRACTAggregate U.S. bank lending to firms expanded following the outbreak of COVID-19. Using loan-level supervisory data, we show that this expansion was driven by draws on credit lines by large firms. Banks that experienced larger credit line drawdowns restricted term lending more, crowding out credit to smaller firms, which reacted by reducing investment. A structural model calibrated to match our empirical results shows that while credit lines increase total bank credit in bad times, they redistribute credit from firms with high propensities to invest to firms with low propensities to invest, exacerbating the decrease in aggregate investment."
The Imperfect Intermediation of Money-Like Assets,JEREMY C. STEIN,14 October 2025,The Journal of Finance,,/doi/10.1111/jofi.13500,"ABSTRACTWe study supply-and-demand effects in the U.S. Treasury bill market by comparing the returns on T-bills to the policy rate on the Federal Reserve's reverse repurchase (RRP) facility. We develop and test a simple model where the RRP-bill spread is policed both by heterogeneously elastic money funds and by corporate treasurers who derive collateral benefits from holding T-bills. In response to shifts in T-bill supply, money funds act as front-line arbitrageurs. However, when T-bills become extremely scarce, less elastic corporate treasurers become the marginal investors and supply shifts have a larger effect on T-bill rates."
The Stock Market and Bank Risk-Taking,ANTONIO FALATO,06 October 2025,The Journal of Finance,,/doi/10.1111/jofi.13502,"ABSTRACTUsing confidential supervisory risk ratings, we document that banks increase risk after going public compared to a control group of banks that filed to go public but withdrew their filings for plausibly exogenous reasons. The increase in risk improves short-term performance at the expense of long-term performance. We argue that the increase in risk stems from pressure to maximize short-term stock prices and earnings once the bank is publicly traded. After going public, banks owned by investors that place greater value on short-term performance increase risk more, and those managed by CEOs with more short-term compensation also increase risk more."
Going for Broke: Bank Reputation and the Performance of Opaque Securities,ABE DE JONG,06 October 2025,The Journal of Finance,,/doi/10.1111/jofi.13503,"ABSTRACTCan banks’ reputational concerns improve the quality of opaque, off-balance sheet securities, such as mortgage-backed securities? We study this question in a uniquely parsimonious setting. In the 1760s, Dutch banking partnerships securitized West-Indian plantation mortgages that were risky and opaque. High-reputation banks originated better mortgages and issued securities that, on average, retained 17.5% more of their value during a market collapse. Reputational effects are attenuated when the managing partners were married into wealth or received a large share of profits in the short term, suggesting that bank reputation only works if bankers are personally exposed to (long-run) reputational losses."
The Propagation of Cyberattacks through the Financial System: Evidence from an Actual Event,ANTONIS KOTIDIS,27 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13475,"ABSTRACTThis article quantifies the effects of a multiday cyberattack that forced offline a technology service provider (TSP) to the banking sector. The attack impaired customers’ ability to send payments through the TSP, but the business continuity plans of banks and the TSP reduced the effect by more than half. Large banks performed better. Through contagion, banks not directly exposed to the attack experienced a liquidity shortfall, causing them to borrow funds or tap reserves. The ability to send payments after hours helped avoid further contagion. These results highlight the importance of preparedness by the private and official sector for cyberattacks."
Impediments to the Schumpeterian Process in the Replacement of Large Firms,MARA FACCIO,20 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13481,"ABSTRACTWe use newly assembled data overall encompassing up to 75 countries and starting circa 1910, to study impediments to the Schumpeterian process of creative destruction as it “proceeds by competitively destroying old businesses.” Political connections appear to represent an obstacle to the destructive part of the Schumpeterian process in the replacement of large firms. When accompanied by regulations that restrict entry, political connections can play a role in allowing large firms to remain large. When connected to Fogel, Morck, and Yeung (2008,Journal of Financial Economics89, 83–108), the results imply that political connections, combined with barriers to entry, can retard economic development."
"CEO Stress, Aging, and Death",MARK BORGSCHULTE,07 October 2025,The Journal of Finance,,/doi/10.1111/jofi.13497,"ABSTRACTWe assess the long-term effects of managerial stress on aging and mortality. Using a difference-in-differences design, we apply neural network–based machine-learning techniques to CEOs' facial images and show that exposure to industry distress shocks during the Great Recession produces visible signs of aging. We estimate a one-year increase in “apparent” age. Moreover, using data on CEOs since the mid-1970s, we estimate a 1.1-year decrease in life expectancy after an industry distress shock, but a two-year increase when antitakeover laws insulate CEOs from market discipline. The estimated health costs are significant, both in absolute terms and relative to other health risks."
Privacy and Team Incentives,ANDREA M. BUFFA,15 October 2025,The Journal of Finance,,/doi/10.1111/jofi.13496,"ABSTRACTReal-world contracts are typically private, observed only by their direct signatories, so agents working together are vulnerable to the principal opportunistically reducing other agents' incentives. The principal can mitigate this commitment problem by giving the most skilled agent a budget and delegating authority to write other agents' contracts. This endogenous hierarchy, never optimal with public contracts, raises effort, output, and compensation but allows rent extraction. The principal prefers it when contracts are opaque enough, skill is sufficiently heterogeneous across agents, and joint output is sensitive enough to effort. Our model provides novel predictions for the structure of banking syndicates."
"ESG News, Future Cash Flows, and Firm Value",FRANÇOIS DERRIEN,30 September 2025,The Journal of Finance,,/doi/10.1111/jofi.13498,"ABSTRACTWe investigate the expected consequences of negative environmental, social, and governance (ESG) news on firms' future profits. After learning about negative ESG news, analysts significantly downgrade their forecasts at short and longer horizons. Negative ESG news affects forecasts more strongly at longer horizons than other types of negative corporate news. The negative revisions of earnings forecasts following negative ESG news largely reflect expectations of lower future sales, rather than higher future costs. Quantitatively, forecast revisions can explain most of the negative impacts of ESG news on firm value. Analysts are correct to revise forecasts downward following negative ESG news."
Green Window Dressing,GIANPAOLO PARISE,29 September 2025,The Journal of Finance,,/doi/10.1111/jofi.13499,"ABSTRACTThis paper establishes that mutual funds strategically time their trades in environmental, social, and governance (ESG) stocks around disclosure dates to inflate their sustainability ratings. This claim is supported by three empirical findings. First, we show that funds' ESG betas increase shortly before disclosure and decrease shortly afterwards. Second, we document that post-disclosure fund returns are higher but have lower ESG exposure than disclosed portfolios. Third, we provide evidence that ESG stock prices temporarily rise before disclosure and decline afterwards. Overall, we establish that green window dressing positively impacts fund sustainability ratings, performance, and flows."
War Discourse and the Cross Section of Expected Stock Returns,DAVID HIRSHLEIFER,01 September 2025,The Journal of Finance,,/doi/10.1111/jofi.13482,"ABSTRACTA war-related factor model derived from textual analysis of media news reports explains the cross section of expected stock returns. Using a semisupervised topic model to extract discourse topics from 7,000,000New York Timesstories spanning 160 years, the war factor predicts the cross section of returns across test assets derived from both traditional and machine learning construction techniques, and spanning 138 anomalies. Our findings are consistent with assets that are good hedges for war risk receiving lower risk premia, or with assets that are more positively sensitive to war prospects being more overvalued. The return premium on the war factor is incremental to standard effects."
Anomalies and Their Short-Sale Costs,DMITRIY MURAVYEV,30 September 2025,The Journal of Finance,,/doi/10.1111/jofi.13501,"ABSTRACTShort-sale costs eliminate the abnormal returns on asset pricing anomaly portfolios. While many anomalies persist out-of-sample before accounting for short-sale costs, they cannot be exploited with long-short strategies due to stock borrow fees. Using a comprehensive sample of 162 anomalies, the average long-short portfolio return is a significant 0.14% per month before short-sale costs, and the returns are due to the short leg. However, the average is −0.01% once returns are adjusted for borrow fees. Moreover, anomalies are not profitable even before fees if the high-fee observations, representing 12% of stock dates, are excluded from the analysis."
Long-Horizon Exchange Rate Expectations,LUKAS KREMENS,29 September 2025,The Journal of Finance,,/doi/10.1111/jofi.13504,"ABSTRACTWe study exchange rate expectations in surveys of financial professionals and find that they successfully forecast currency appreciation at the two-year horizon, both in and out of sample. Exchange rate expectations are also interpretable, in the sense that three macro-finance variables—the risk-neutral covariance between the exchange rate and equity market, the real exchange rate, and the current account relative to GDP—explain most of their variation. There is no “secret sauce,” however, in expectations: After controlling for the three macro-finance variables, the residual information in survey expectations does not forecast currency appreciation in our sample."
Value without Employment,SIMCHA BARKAI,07 October 2025,The Journal of Finance,,/doi/10.1111/jofi.13505,"ABSTRACTYoung firms' contribution to aggregate employment has been underwhelming. We show that a similar trend is not apparent, however, in their contribution to aggregate sales or stock market capitalization, implying that these firms have exhibited a high average-to-marginal revenue product of labor. We study the implications of a gradual shift in the average-to-marginal revenue product of labor within a model of dynamic firm heterogeneity. We show that this shift provides (i) a unified explanation for several aspects of the decline in dynamism and (ii) a possible explanation for why large declines in young-firm employment may have only a moderate effect on aggregate output and consumption."
Pockets of Predictability: A Replication,NUSRET CAKICI,25 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13484,"ABSTRACTFarmer, Schmidt, and Timmermann (FST) document time-variation in market return predictability, identifying “pockets” of significant predictability through kernel regressions. However, our analysis reveals a critical discrepancy between the method outlined by FST and the code actually implemented. Instead of using a one-sided kernel, which guarantees out-of-sample forecasts, they perform in-sample estimation with a two-sided kernel. As a result, future information leaks into the forecasting model, undermining its reliability. Rectifying this error qualitatively alters the findings, invalidating most conclusions of the FST study. Thus, attempts to exploit such “pockets”—should they exist—offer little help in forecasting market returns."
Tyler Muir: Winner of the 2025 Fischer Black Prize,ARVIND KRISHNAMURTHY,23 September 2025,The Journal of Finance,,/doi/10.1111/jofi.13487,
Forest through the Trees: Building Cross-Sections of Stock Returns,SVETLANA BRYZGALOVA,02 September 2025,The Journal of Finance,,/doi/10.1111/jofi.13477,"ABSTRACTWe build cross-sections of asset returns for a given set of characteristics, that is, managed portfolios serving as test assets, as well as building blocks for tradable risk factors. We use decision trees to endogenously group similar stocks together by selecting optimal portfolio splits to span the stochastic discount factor, projected on individual stocks. Our portfolios are interpretable and well diversified, reflecting many characteristics and their interactions. Compared to combinations of dozens (even hundreds) of single/double sorts, as well as machine-learning prediction-based portfolios, our cross-sections are low-dimensional yet have up to three times higher out-of-sample Sharpe ratios and alphas."
The “Actual Retail Price” of Equity Trades,CHRISTOPHER SCHWARZ,25 July 2025,The Journal of Finance,,/doi/10.1111/jofi.13467,"ABSTRACTWe compare execution quality of six brokerage accounts across five brokers by generating a sample of 85,000 simultaneous market orders. Commission levels and payment for order flow (PFOF) differ across our accounts. We find that execution prices vary significantly across brokers: the mean account-level round-trip cost ranges from 0.07% to 0.46%, excluding any commissions. The dispersion is due to off-exchange wholesalers systematically giving different execution prices for the same trades to different brokers. Across brokers, variation in PFOF does not explain the large variation in price execution. We provide several suggestions for more informative disclosures on execution quality."
Segmented Arbitrage,EMIL N. SIRIWARDANE,04 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13469,"ABSTRACTWe use arbitrage activity in equity, fixed income, and foreign exchange markets to characterize the frictions and constraints facing intermediaries. The average pairwise correlation between the 32 arbitrage spreads that we study is 22%. These low correlations are inconsistent with canonical intermediary asset pricing models. We show that at least two types of segmentation drive arbitrage dynamics. First, funding is segmented—certain trades rely on specific funding sources, making their arbitrage spreads sensitive to localized funding shocks. Second, balance sheets are segmented—intermediaries specialize in certain trades, so arbitrage spreads are sensitive to idiosyncratic balance-sheet shocks."
Arbitrage Capital of Global Banks,ALYSSA ANDERSON,18 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13478,"ABSTRACTWe study the impact of the U.S. money market fund reform implemented in October 2016 on global banks' funding supply and business activities. We show that the reform induced a large negative wholesale funding shock for global banks. In contrast to the conventional bank lending channel, the primary response of global banks to the reform was a cutback in arbitrage positions that relied on unsecured funding, rather than a reduction in loan provision. We discuss the role of postcrisis liquidity regulations and unconventional monetary policy in explaining our findings, and implications for banks' business models and deposit competition."
Persuading Investors: A Video-Based Study,ALLEN HU,14 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13471,"ABSTRACTPersuasive communication functions through not only content but also delivery—facial expression, tone of voice, and diction. This paper examines the persuasiveness of delivery in startup pitches. Using machine learning algorithms to process full pitch videos, we quantify persuasion in visual, vocal, and verbal dimensions. We find that positive (i.e., passionate, warm) pitches increase funding probability. However, conditional on funding, startups with higher levels of pitch positivity underperform. Women are more heavily judged on delivery when evaluated in single-gender teams, but they are neglected when copitching in mixed-gender teams. Using an experiment, we show that persuasion delivery works mainly through leading investors to form inaccurate beliefs."
Does Saving Cause Borrowing? Implications for the Coholding Puzzle,PAOLINA C. MEDINA,02 July 2025,The Journal of Finance,,/doi/10.1111/jofi.13466,"ABSTRACTUsing an experiment in which 3.1 million bank customers were encouraged to save, we explore the mechanisms behind coholding liquid savings and credit card debt. Theoretically, we show that the joint responses of spending, saving, and borrowing to the nudge differ across economic models of coholding. Using machine learning techniques, we find that the most responsive individuals reduce spending and increase savings by 4.9% (206 USD PPP per month) while their credit card debt remains unchanged. These individuals' marginal responses to the nudge are consistent with our model of coholding for the purpose of self- or partner-control."
Household Portfolios and Retirement Saving over the Life Cycle,JONATHAN A. PARKER,12 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13473,"ABSTRACTUsing account-level data on millions of U.S. middle-class investors over 2006 to 2018, we characterize the share of investable wealth that they hold in the stock market over their working lives. Relative to the 1990s, this share has both risen by 10% and become age-dependent. The Pension Protection Act (PPA)—which allowed target date funds (TDFs) to be default options in retirement plans—played an important role: younger (older) workers starting at a firm after TDFs became the default option post-PPA invested more (less) in stocks, in line with the TDF glidepath. In contrast, contribution rates changed little following the PPA."
Investor Factors,SEBASTIEN BETERMIER,07 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13474,"ABSTRACTThis paper develops an empirical methodology for extracting pricing factors from investor portfolio data. We apply this approach to the stockholdings of Norwegian individual investors from 1997 to 2017. A two-factor model, featuring the market portfolio and a long-short portfolio constructed from the holdings of investors sorted by age or wealth, explains both the common variation in portfolio holdings and the cross section of stock returns. Portfolio tilts toward the long-short investor factor correlate with indebtedness, macroeconomic exposure, gender, and investment experience. Our paper illustrates the benefits of using holdings data for explaining the risk premia of financial assets."
Over-the-Counter Markets for Nonstandardized Assets,YOSHIO NOZAWA,26 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13483,"ABSTRACTWe study a search and bargaining model of over-the-counter markets for nonstandardized assets of heterogeneous quality. Once matched, investors privately learn their values positively correlated with asset quality. Bargaining results in delay that is hump-shaped in quality and U-shaped in asset turnover. We document these patterns in commercial real estate and corporate bonds markets. Extreme qualities are little affected by changes in asset standardization, while intermediate qualities are more susceptible. For nonstandardized assets, opacity ensures active trading of all assets, which explains why their trading is decentralized and suggests that trade centralization should come with greater standardization."
The Impact of the Financial Education of Executives on the Financial Practices of Medium and Large Enterprises,CLÁUDIA CUSTÓDIO,18 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13476,"ABSTRACTWe study the impact of an MBA-style executive education course in finance on corporate policies and firm performance targeting top managers of medium and large Mozambican enterprises. Using a randomized controlled trial, we find that the educational treatment induces changes in financial policies that improve firm performance. Specifically, a reduction in working capital (0.4 to 0.5 standard deviations) increases cash flow, and in turn long-term investments. This effect operates primarily through a reduction in accounts receivable (0.4 to 1 standard deviations). Our findings show that targeted educational interventions can build managerial capital and enhance corporate performance by improving financial decision making among executives."
"Too Much, Too Soon, for Too Long: The Dynamics of Competitive Executive Compensation",GILLES CHEMLA,30 July 2025,The Journal of Finance,,/doi/10.1111/jofi.13470,"ABSTRACTWe examine executive compensation in a general equilibrium model with dynamic moral hazard, where executives' outside options are endogenously determined by equilibrium market compensation. Firms provide incentives through compensation packages featuring deferred payments as “carrots” and termination as “sticks.” Crucially, the effectiveness of termination as an incentive device is undermined by the outside options available to executives. As individual firms fail to internalize the effect of their compensation design on these endogenous outside options, the equilibrium is generally inefficient. Compared to shareholder-value-maximizing compensation packages, executives are paid too much, too soon, and keep their jobs for too long."
Thirty Years of Change: The Evolution of Classified Boards,SCOTT GUERNSEY,22 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13485,"ABSTRACTBased on a comprehensive data set of classified (staggered) boards covering nearly all U.S. public firms from 1991 to 2020, we show that contrary to conventional wisdom, the use of classified boards remains widespread. Moreover, classified board usage over a firm's life cycle depends significantly on the decade the firm matured or year it went public. While classified boards were rarely removed in the 1990s, firms became more likely to declassify as they matured during the following decades. Decreased collective action costs and increased innovation-related investments, institutional ownership, and scrutiny of governance contributed to this more dynamic adjustment."
Baby Booms and Asset Booms: Demographic Change and the Housing Market,MARC FRANCKE,14 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13480,"ABSTRACTBased on centuries of data, we demonstrate that demographics have been a major, predictable driver of house prices. High birth rates 25 to 29 (60 to 64) years ago predict declining (rising) rent-price ratios today. This pattern arises from age-concentrated entry into and exit from homeownership affecting house prices, rather than changes in housing consumption that could also impact rents. We provide evidence for possible mechanisms: slow responses of other market participants to shifts in homeownership demand, and geographic segmentation between rental and owner-occupied markets. Evidence for age-dependent demand effects on yields of bonds and stocks is significantly weaker."
Superstar Returns? Spatial Heterogeneity in Returns to Housing,FRANCISCO AMARAL,19 August 2025,The Journal of Finance,,/doi/10.1111/jofi.13479,"ABSTRACTThis paper makes the first comprehensive attempt to study within-country heterogeneity of housing returns. We introduce a new city-level data set covering 15 OECD countries over 150 years and show that national housing markets are characterized by systematic spatial variation in housing returns. Total returns in large agglomerations are close to 100 basis points lower per year than in other parts of the same country. Excess returns outside the large cities can be rationalized as compensation for higher risk, especially higher covariance with income growth and lower liquidity. Real estate in diversified large agglomerations is comparatively safe."
Would Order-By-Order Auctions Be Competitive?,THOMAS ERNST,13 May 2025,The Journal of Finance,,/doi/10.1111/jofi.13449,"ABSTRACTWe model two methods of executing segregated retail orders: brokers' routing, whereby brokers allocate orders using the market maker's overall performance, and order-by-order auctions, where market makers bid on individual orders, a recent U.S. Securities and Exchange Commission proposal. Order-by-order auctions improve allocative efficiency, but face a winner's curse reducing retail investor welfare, particularly when liquidity is limited. Additional market participants competing for retail orders fail to improve total efficiency and investor welfare when entrants possess information superior to incumbent wholesalers. Our results hold when new entrants are less informed or the information structure differs. We also examine the cross-subsidization of brokers' routing."
Regulating Over-the-Counter Markets,TOMY LEE,30 May 2025,The Journal of Finance,,/doi/10.1111/jofi.13461,"ABSTRACTOver-the-counter (OTC) trading thrives despite competition from exchanges. We let OTC dealers cream skim from exchanges in an otherwise standard Glosten and Milgrom framework. Restricting the dealer's ability to cream skim induces “cheap substitution”: some traders exit while others with larger gains from trade enter. Cheap substitution implies trading costs, trade volumes, and market shares are poor policy indicators. In a benchmark case, restricting the dealer raises welfare only if trading cost increases, volume falls, and OTC market share is high. By contrast, the restriction improves welfare when adverse selection risk is low. A simple procedure implements the optimal Pigouvian tax."
Interlocking Directorates and Competition in Banking,GUGLIELMO BARONE,27 May 2025,The Journal of Finance,,/doi/10.1111/jofi.13464,"ABSTRACTWe study the effects on corporate loan rates of an unexpected change in the Italian legislation that forbade interlocking directorates between banks. Exploiting multiple firm-bank relationships to fully account for all unobserved heterogeneity, we find that prohibiting interlocks decreased the interest rates of previously interlocked banks by 14 basis points relative to other banks. The effect is stronger for high-quality firms and for loans extended by interlocked banks with a large joint market share. Interest rates on loans from previously interlocked banks become more dispersed. Finally, firms borrowing more from previously interlocked banks expand investment, employment, and sales."
The Value of Bank Lending,THOMAS FLANAGAN,28 May 2025,The Journal of Finance,,/doi/10.1111/jofi.13465,"ABSTRACTUsing a novel data set of realized syndicated loan cash flows and a risk-adjustment methodology adapted from the private equity literature, I provide a measure of risk-adjusted returns for bank loan cash flows. Banks, on average, generate 180 basis points in gross risk-adjusted returns and add $75 million of value annually to their loan portfolios. Banks earn higher returns when they lend to financially constrained borrowers, and the risk-adjusted performance of bank loan portfolios exhibits persistence. However, banks require higher risk-adjusted returns when facing their own financing frictions, and shareholders earn nearly zero net risk-adjusted returns once bank staff are compensated for their lending effort. Overall, these findings suggest that banks provide valuable services to mitigate borrowers' financing frictions, and the present value of loan cash flows pays for the costs of providing these services."
Dynamic Banking and the Value of Deposits,PATRICK BOLTON,23 April 2025,The Journal of Finance,,/doi/10.1111/jofi.13454,"ABSTRACTWe propose a theory of banking in which banks cannot perfectly control deposit flows. Facing uninsurable loan and deposit shocks, banks dynamically manage lending, wholesale funding, deposits, and equity. Deposits create value by lowering funding costs. However, when the bank is undercapitalized and at risk of breaching leverage requirements, the marginal value of deposits can turn negative as deposit inflows, by raising leverage, increase the likelihood of costly equity issuance. Banks' inability to fully control leverage distinguishes them from nondepository intermediaries. Our model suggests a reevaluation of leverage regulations and offers new perspectives on banking in a low-interest-rate environment."
What Is the Cost of Privatization for Workers?,MARTIN OLSSON,30 May 2025,The Journal of Finance,,/doi/10.1111/jofi.13462,"ABSTRACTPrivatization of state-owned enterprises is on the agenda across the globe. Using Swedish data covering two decades, we show that productivity gains and headcount reductions are associated with economic costs for incumbent workers. Workers experience income losses and higher unemployment, but half of the losses are covered by the social safety net. We also find small positive effects on entrepreneurship and cash holdings but no meaningful effects on other labor market, family, health, or household finance outcomes. Productivity improves when the CEO is replaced, and the gains outweigh workers' income declines by a factor of between two and six."
Venture Capital and Startup Agglomeration,JUN CHEN,01 April 2025,The Journal of Finance,,/doi/10.1111/jofi.13451,"ABSTRACTThis paper examines venture capital's (VC) role in the geographic clustering of high-growth startups. We exploit a rule change that disproportionately impacted U.S. regions that historically lacked VC financing via a restriction of banks to invest in the asset class. A one-standard-deviation increase in VCs' exposure to the rule led to a 20% decline in fund size and a 10% decrease in the likelihood of raising a follow-on fund. Startups were not wholly cushioned: financing and valuations declined. Startups also moved out of impacted states after the rule change, likely exacerbating existing geographic disparity in entrepreneurship."
Women in Charge: Evidence from Hospitals,KATHARINA LEWELLEN,26 April 2025,The Journal of Finance,,/doi/10.1111/jofi.13455,"ABSTRACTThe paper examines the decision-making, compensation, and turnover of female CEOs in U.S. hospitals. Contrary to the literature on lower-ranked executives and directors in public firms, there is no evidence that gender differences in preferences for risk or altruism affect decision-making of hospital CEOs: corporate policies do not shift when women take (or leave) office, and male and female CEOs respond similarly to a major financial shock. However, female CEOs earn lower salaries, face flatter pay-for-performance incentives, and exhibit greater turnover after poor performance. Hospital boards behave as though they perceive female CEOs as less productive."
Are CEOs Rewarded for Luck? Evidence from Corporate Tax Windfalls,MARTINA ANDREANI,09 April 2025,The Journal of Finance,,/doi/10.1111/jofi.13448,"ABSTRACTFocusing on the one-off tax gains and losses (i.e., windfalls) associated with the 2017 Tax Cuts and Jobs Act, we reexamine whether CEOs are rewarded for luck. We find that weakly monitored CEOs are compensated for the windfall tax gains but not penalized for the corresponding tax losses. No such pattern is observed for CEOs facing greater pay scrutiny. The pay for windfalls cannot be explained as rewards for CEOs’ efforts, talents, political activities, or as firms sharing their tax gains with all executives. The results are more consistent with rent extraction by CEOs facing weak pay scrutiny."
Creating Controversy in Proxy Voting Advice,ANDREY MALENKO,16 March 2025,The Journal of Finance,,/doi/10.1111/jofi.13438,"ABSTRACTWe analyze how a profit-maximizing proxy advisor designs vote recommendations and research reports. The advisor benefits from producing informative, unbiased reports, but only partially informative recommendations, biased against the a priori likely alternative. Such recommendations induce close votes, increasing controversy and thereby the relevance and value of proxy advice. Our results suggest shifting from an exclusive emphasis on recommendations, highlighting the importance of both reports and recommendations in proxy advisors' information provision. They rationalize the one-size-fits-all approach and help reinterpret empirical patterns of voting behavior, suggesting that proxy advisors' recommendations may not be a suitable benchmark for evaluating shareholders' votes."
Is the United States a Lucky Survivor? A Hierarchical Bayesian Approach,JULES VAN BINSBERGEN,16 April 2025,The Journal of Finance,,/doi/10.1111/jofi.13452,"ABSTRACTUsing international data, we quantify the magnitude of survivorship bias in U.S. equity market performance, finding that it explains about one-third of the equity risk premium in the past century. We model the subjective crash belief of an investor who infers the crash risk in the United States by cross-learning from other countries. The U.S. crash probability shows a persistent and widening divergence from the implied global average. We attribute the upward bias in the measured equity premium to crashes that did not occur in-sample and to shocks to valuations resulting from learning about the probability."
The Term Structure of Interest Rates in a Heterogeneous Monetary Union,JAMES COSTAIN,28 May 2025,The Journal of Finance,,/doi/10.1111/jofi.13463,"ABSTRACTWe build an arbitrage-based model of the yield curves in a heterogeneous monetary union with sovereign default risk, which accounts for the asymmetric shifts in euro-area yields during the Covid-19 pandemic. We derive an affine term structure solution, and decompose yields into expectations, term premium, expected default loss, and credit risk premium components. In an extension, we endogenize the peripheral default probability, showing that it decreases with central bank bond holdings. Calibrating the model to Germany and Italy, we show that both the level and the shifts in the sovereign spread are mainly attributable to the credit risk premium."
